risk_budget,method,seed,success,success_ci95,success_probability,success_probability_ci95,utility,utility_ci95,mechanism_recall,mechanism_recall_ci95,rare_mechanism_recall,rare_mechanism_recall_ci95,coverage_false_negative,coverage_false_negative_ci95,tail_mechanism_failure,tail_mechanism_failure_ci95,unsafe_deployment_failure,unsafe_deployment_failure_ci95,redundancy_rate,redundancy_rate_ci95,selection_cost,selection_cost_ci95,annotation_burden,annotation_burden_ci95,label_noise_risk,label_noise_risk_ci95,schema_mismatch_rate,schema_mismatch_rate_ci95,provenance_risk,provenance_risk_ci95,calibration_ece,calibration_ece_ci95,audit_risk_score,audit_risk_score_ci95,regret_to_oracle,regret_to_oracle_ci95,fixed_risk_covered,fixed_risk_covered_ci95,fixed_risk_success,fixed_risk_success_ci95,fixed_risk_utility,fixed_risk_utility_ci95,groups
0.066,uncertainty_sampling,9,0.4875,0.04417,0.504674,0.00753,0.489582,0.044684,0.408412,0.002027,0.335174,0.002181,0.08726,0.006793,0.106344,0.005376,0.046741,0.002888,0.166855,0.000653,0.237351,0.0,0.163763,0.000906,0.048817,0.003036,0.07507,0.003393,0.061987,0.001993,0.04781,0.00088,0.190389,0.011928,0.346562,0.048904,0.0375,0.041895,0.020833,0.024223,0.021781,0.025244,80
0.066,failure_prediction_selection,0,0.54375,0.045662,0.529227,0.006384,0.56352,0.045393,0.475428,0.002035,0.408902,0.001774,0.068244,0.005697,0.08761,0.004061,0.042928,0.002542,0.160748,0.000676,0.252979,0.0,0.17271,0.000848,0.048003,0.002978,0.06979,0.003157,0.059859,0.001821,0.042652,0.000831,0.155416,0.009655,0.277681,0.050175,0.0875,0.062311,0.045833,0.038095,0.049109,0.040117,80
0.066,failure_prediction_selection,1,0.510417,0.053052,0.530574,0.006473,0.529835,0.052944,0.47547,0.002289,0.409627,0.002364,0.069002,0.005702,0.087445,0.004031,0.043956,0.002595,0.160879,0.000688,0.252979,0.0,0.17271,0.000848,0.047394,0.002916,0.069071,0.00319,0.059979,0.001809,0.042464,0.000831,0.156563,0.00964,0.29669,0.055325,0.0875,0.062311,0.04375,0.035701,0.047112,0.037821,80
0.066,failure_prediction_selection,2,0.527083,0.042482,0.529812,0.006686,0.547276,0.042975,0.476946,0.001853,0.40876,0.002054,0.068588,0.005681,0.087435,0.00395,0.043653,0.002586,0.16059,0.000674,0.252979,0.0,0.17271,0.000848,0.047594,0.002828,0.07008,0.003217,0.059877,0.001908,0.043291,0.000759,0.155991,0.009583,0.278713,0.047325,0.0875,0.062311,0.058333,0.041945,0.061675,0.044308,80
0.066,failure_prediction_selection,3,0.55625,0.049631,0.5299,0.006423,0.575271,0.049101,0.477482,0.002225,0.407306,0.002045,0.068794,0.005685,0.08774,0.003867,0.043418,0.00263,0.160213,0.000624,0.252979,0.0,0.17271,0.000848,0.047323,0.00281,0.069982,0.003299,0.060409,0.00192,0.042958,0.000825,0.156308,0.00953,0.271426,0.051603,0.0625,0.053379,0.041667,0.036522,0.044081,0.038541,80
0.066,failure_prediction_selection,4,0.5625,0.045895,0.529611,0.006377,0.581325,0.045875,0.476255,0.00191,0.407776,0.002168,0.069269,0.005671,0.086736,0.004053,0.043622,0.002639,0.161118,0.000613,0.252979,0.0,0.17271,0.000848,0.047898,0.002857,0.069777,0.003268,0.058974,0.001881,0.042986,0.000823,0.156133,0.009635,0.25214,0.04692,0.1,0.066155,0.072917,0.049597,0.076334,0.051675,80
0.066,failure_prediction_selection,5,0.516667,0.049854,0.529809,0.006633,0.536115,0.049481,0.477318,0.002269,0.410729,0.002182,0.068618,0.005537,0.087648,0.004098,0.042673,0.002584,0.160806,0.000692,0.252979,0.0,0.17271,0.000848,0.048196,0.002918,0.069894,0.003127,0.059766,0.001865,0.042638,0.000775,0.15569,0.009508,0.299063,0.045903,0.0875,0.062311,0.045833,0.034855,0.049275,0.03717,80
0.066,failure_prediction_selection,6,0.522917,0.045291,0.530628,0.006641,0.54338,0.045777,0.477283,0.001991,0.407713,0.002398,0.068048,0.0056,0.08742,0.004036,0.042625,0.002554,0.160973,0.000586,0.252979,0.0,0.17271,0.000848,0.047359,0.002936,0.069504,0.003143,0.059775,0.001739,0.042552,0.000733,0.154926,0.009511,0.280849,0.04819,0.0875,0.062311,0.05625,0.041068,0.059611,0.043414,80
0.066,failure_prediction_selection,7,0.545833,0.050318,0.530628,0.006561,0.565344,0.050493,0.475808,0.001866,0.407519,0.002134,0.067492,0.005471,0.087947,0.004074,0.043124,0.002466,0.16085,0.000742,0.252979,0.0,0.17271,0.000848,0.048064,0.002903,0.06947,0.003191,0.059466,0.001783,0.042611,0.000877,0.155014,0.009345,0.256158,0.047222,0.075,0.058082,0.054167,0.042216,0.056984,0.044381,80
0.066,failure_prediction_selection,8,0.560417,0.039517,0.52918,0.00672,0.580565,0.039869,0.47706,0.001943,0.409598,0.002307,0.069001,0.005601,0.087522,0.004057,0.043467,0.002384,0.160515,0.000544,0.252979,0.0,0.17271,0.000848,0.047351,0.002877,0.069648,0.003196,0.059759,0.001924,0.042439,0.000795,0.156376,0.009413,0.247862,0.043144,0.075,0.058082,0.047917,0.037297,0.050845,0.039554,80
0.066,failure_prediction_selection,9,0.51875,0.03898,0.529892,0.006733,0.538233,0.03889,0.476313,0.002017,0.408576,0.002188,0.068069,0.005788,0.088401,0.003955,0.043529,0.002511,0.160868,0.000671,0.252979,0.0,0.17271,0.000848,0.047816,0.002824,0.068844,0.003223,0.05903,0.001885,0.043046,0.000757,0.156134,0.009668,0.306907,0.045046,0.0875,0.062311,0.047917,0.03544,0.051236,0.037715,80
0.066,value_of_information_active_selection,0,0.5125,0.042614,0.535093,0.006712,0.531664,0.04297,0.480601,0.001978,0.405284,0.001903,0.067341,0.005481,0.089735,0.00417,0.043039,0.002575,0.155837,0.000588,0.265686,0.0,0.18404,0.000798,0.046503,0.002648,0.068144,0.003046,0.057174,0.001905,0.042697,0.00089,0.156161,0.009552,0.300799,0.046581,0.075,0.058082,0.045833,0.037649,0.048667,0.039732,80
0.066,value_of_information_active_selection,1,0.508333,0.0353,0.533538,0.006505,0.527711,0.035597,0.481038,0.001877,0.404013,0.002496,0.067024,0.005489,0.090282,0.004271,0.042929,0.002455,0.156301,0.000662,0.265686,0.0,0.18404,0.000798,0.045976,0.002673,0.06853,0.002966,0.057367,0.001758,0.042719,0.000807,0.156199,0.009566,0.287227,0.043701,0.0625,0.053379,0.03125,0.027315,0.033678,0.02935,80
0.066,value_of_information_active_selection,2,0.514583,0.048687,0.53391,0.006591,0.533865,0.048808,0.481908,0.002,0.404285,0.002075,0.067436,0.00558,0.08991,0.00429,0.042902,0.002546,0.155872,0.000609,0.265686,0.0,0.18404,0.000798,0.045864,0.002797,0.068183,0.0031,0.058443,0.001792,0.042189,0.000796,0.15632,0.009672,0.295141,0.052298,0.075,0.058082,0.0375,0.03128,0.040291,0.03332,80
0.066,value_of_information_active_selection,3,0.502083,0.041293,0.533986,0.006395,0.521238,0.041292,0.479365,0.002038,0.403589,0.002144,0.066709,0.005534,0.089688,0.004025,0.042604,0.002635,0.155797,0.0006,0.265686,0.0,0.18404,0.000798,0.046667,0.002693,0.068649,0.003187,0.057805,0.0018,0.042908,0.00083,0.155277,0.009478,0.319852,0.050114,0.075,0.058082,0.04375,0.034743,0.046552,0.036848,80
0.066,value_of_information_active_selection,4,0.547917,0.045458,0.534839,0.006521,0.567077,0.045684,0.480271,0.002012,0.405245,0.002148,0.067604,0.005363,0.089755,0.004204,0.043084,0.002426,0.15658,0.000622,0.265686,0.0,0.18404,0.000798,0.047116,0.002721,0.06849,0.003086,0.057142,0.001914,0.042586,0.000806,0.156463,0.009346,0.253663,0.047262,0.0875,0.062311,0.05625,0.042681,0.059549,0.044894,80
0.066,value_of_information_active_selection,5,0.5125,0.040998,0.533374,0.006316,0.531468,0.041153,0.478506,0.001846,0.405243,0.002039,0.067261,0.005696,0.090877,0.004137,0.043313,0.00267,0.156535,0.000627,0.265686,0.0,0.18404,0.000798,0.046457,0.002618,0.068422,0.003127,0.057237,0.001708,0.042498,0.000803,0.157075,0.009768,0.300889,0.049823,0.1,0.066155,0.047917,0.032456,0.051679,0.03489,80
0.066,value_of_information_active_selection,6,0.539583,0.038214,0.535454,0.006712,0.558501,0.038349,0.479348,0.001815,0.402605,0.002275,0.066321,0.005691,0.089623,0.004368,0.042991,0.002547,0.15649,0.000649,0.265686,0.0,0.18404,0.000798,0.046931,0.002668,0.06888,0.003035,0.057918,0.001844,0.042639,0.000727,0.155034,0.009873,0.279904,0.046506,0.0875,0.062311,0.05625,0.040655,0.059583,0.042995,80
0.066,value_of_information_active_selection,7,0.514583,0.04278,0.533905,0.006616,0.533484,0.042725,0.481639,0.001963,0.405368,0.001975,0.067847,0.005487,0.090533,0.004223,0.043125,0.002608,0.156458,0.000605,0.265686,0.0,0.18404,0.000798,0.046174,0.002652,0.068762,0.003033,0.058023,0.00181,0.042367,0.000736,0.157309,0.009621,0.286971,0.046647,0.0625,0.053379,0.035417,0.031666,0.037818,0.033643,80
0.066,value_of_information_active_selection,8,0.525,0.048306,0.535029,0.006572,0.54358,0.048193,0.479997,0.001946,0.403747,0.002132,0.066811,0.005579,0.090286,0.00418,0.042801,0.002463,0.156225,0.000608,0.265686,0.0,0.18404,0.000798,0.046671,0.002676,0.068166,0.002878,0.058035,0.001725,0.042447,0.000785,0.155926,0.009562,0.284179,0.050445,0.0625,0.053379,0.035417,0.033732,0.037771,0.035573,80
0.066,value_of_information_active_selection,9,0.51875,0.045384,0.533575,0.006365,0.537423,0.045374,0.48002,0.001851,0.404443,0.002225,0.067791,0.005464,0.090835,0.004169,0.043601,0.002543,0.155929,0.000657,0.265686,0.0,0.18404,0.000798,0.046866,0.002635,0.06896,0.003062,0.057132,0.001841,0.042617,0.000762,0.157718,0.00952,0.306202,0.048491,0.0625,0.053379,0.033333,0.03204,0.035671,0.033814,80
0.066,dataset_card_compliance_selection,0,0.5375,0.046115,0.505575,0.007568,0.542886,0.046406,0.417446,0.002099,0.313899,0.002062,0.08078,0.006512,0.112796,0.005878,0.041959,0.002355,0.153236,0.000628,0.223682,0.0,0.148779,0.000505,0.040583,0.001975,0.063452,0.001897,0.044901,0.000705,0.045556,0.00083,0.186357,0.011681,0.289937,0.053122,0.05,0.048061,0.022917,0.022313,0.024311,0.023638,80
0.066,dataset_card_compliance_selection,1,0.508333,0.046453,0.504905,0.007554,0.513524,0.046978,0.416501,0.002584,0.314788,0.002086,0.080395,0.006411,0.113276,0.005626,0.042562,0.002366,0.153971,0.000706,0.223682,0.0,0.148779,0.000505,0.040601,0.002009,0.064218,0.001982,0.045632,0.000774,0.045346,0.000754,0.186633,0.011366,0.301759,0.047861,0.025,0.034428,0.016667,0.023676,0.017328,0.024569,80
0.066,dataset_card_compliance_selection,2,0.5,0.042703,0.506002,0.007418,0.505342,0.043109,0.417566,0.001815,0.315111,0.002448,0.08085,0.006425,0.112724,0.005687,0.042768,0.002338,0.153633,0.000658,0.223682,0.0,0.148779,0.000505,0.040488,0.001953,0.063549,0.00195,0.044991,0.000783,0.045421,0.000694,0.186777,0.011432,0.312215,0.050468,0.0375,0.041895,0.025,0.028528,0.026059,0.029679,80
0.066,dataset_card_compliance_selection,3,0.491667,0.042663,0.505189,0.007577,0.496972,0.042763,0.418361,0.001875,0.313544,0.002312,0.080721,0.006472,0.112499,0.005694,0.042518,0.002493,0.153724,0.000637,0.223682,0.0,0.148779,0.000505,0.040102,0.001911,0.063506,0.001829,0.04566,0.000848,0.045447,0.000774,0.186354,0.011549,0.337161,0.046351,0.025,0.034428,0.010417,0.014636,0.011138,0.01561,80
0.066,dataset_card_compliance_selection,4,0.516667,0.047067,0.506678,0.007208,0.522188,0.047109,0.418127,0.002096,0.315019,0.002213,0.080385,0.006485,0.113769,0.005802,0.042304,0.002415,0.152927,0.000759,0.223682,0.0,0.148779,0.000505,0.040653,0.001884,0.063566,0.00193,0.045638,0.000879,0.045333,0.000766,0.186864,0.011623,0.292996,0.050954,0.0625,0.053379,0.033333,0.03204,0.035048,0.033383,80
0.066,dataset_card_compliance_selection,5,0.502083,0.040467,0.505803,0.007665,0.507262,0.040707,0.415652,0.002005,0.314988,0.002326,0.080463,0.006671,0.113086,0.005866,0.042384,0.002279,0.153347,0.000696,0.223682,0.0,0.148779,0.000505,0.040685,0.001897,0.062939,0.001793,0.044681,0.000764,0.045468,0.000784,0.18647,0.011796,0.315584,0.047172,0.0625,0.053379,0.033333,0.029287,0.035072,0.030731,80
0.066,dataset_card_compliance_selection,6,0.460417,0.040363,0.50562,0.007601,0.465775,0.040803,0.416919,0.001843,0.316194,0.002259,0.081046,0.006577,0.113153,0.005627,0.041896,0.002502,0.15393,0.000589,0.223682,0.0,0.148779,0.000505,0.041311,0.001818,0.063277,0.002021,0.04502,0.000959,0.045144,0.000764,0.186859,0.011663,0.353229,0.053276,0.0375,0.041895,0.014583,0.018554,0.015619,0.019542,80
0.066,dataset_card_compliance_selection,7,0.497917,0.04557,0.505388,0.007602,0.50343,0.04585,0.41792,0.002179,0.315898,0.002381,0.080312,0.006442,0.112451,0.005845,0.042885,0.002298,0.153609,0.00067,0.223682,0.0,0.148779,0.000505,0.040433,0.001893,0.063613,0.00196,0.045256,0.000782,0.04493,0.000773,0.186092,0.011524,0.312495,0.046029,0.025,0.034428,0.0125,0.018169,0.013222,0.019136,80
0.066,dataset_card_compliance_selection,8,0.522917,0.04783,0.505801,0.007366,0.527877,0.048175,0.416803,0.002064,0.315426,0.002148,0.080952,0.006432,0.113238,0.005594,0.0421,0.002342,0.152708,0.000581,0.223682,0.0,0.148779,0.000505,0.040638,0.001933,0.063297,0.002017,0.0451,0.000832,0.045254,0.000782,0.18693,0.011411,0.293473,0.052135,0.025,0.034428,0.01875,0.027253,0.019082,0.027544,80
0.066,dataset_card_compliance_selection,9,0.525,0.04505,0.504736,0.007643,0.529676,0.044884,0.417428,0.002028,0.316724,0.002284,0.080997,0.006391,0.113181,0.005926,0.043032,0.002386,0.153351,0.000654,0.223682,0.0,0.148779,0.000505,0.040933,0.001956,0.062943,0.002063,0.044891,0.00088,0.045101,0.000774,0.187398,0.011619,0.308727,0.050224,0.0375,0.041895,0.020833,0.023515,0.021887,0.024689,80
0.066,safety_event_mining_selection,0,0.514583,0.046559,0.536889,0.006418,0.541389,0.046758,0.481193,0.002006,0.444487,0.002147,0.058573,0.005152,0.069067,0.002724,0.039807,0.002028,0.164368,0.000631,0.259417,0.0,0.17977,0.00076,0.045713,0.002613,0.065388,0.003065,0.056582,0.001721,0.039487,0.000787,0.130276,0.007778,0.290284,0.044406,0.0875,0.062311,0.041667,0.032615,0.045269,0.034976,80
0.066,safety_event_mining_selection,1,0.50625,0.044425,0.538848,0.006304,0.533162,0.044422,0.482213,0.002002,0.444861,0.002354,0.058598,0.005151,0.069299,0.002751,0.039853,0.002132,0.163847,0.000636,0.259417,0.0,0.17977,0.00076,0.045907,0.002638,0.065135,0.003093,0.056567,0.001601,0.039365,0.000786,0.130499,0.007963,0.284753,0.051249,0.1,0.066155,0.047917,0.034474,0.052104,0.037017,80
0.066,safety_event_mining_selection,2,0.56875,0.044139,0.537717,0.006121,0.594365,0.043808,0.480325,0.001922,0.443803,0.002119,0.057133,0.005326,0.068941,0.002832,0.038819,0.002112,0.163816,0.00073,0.259417,0.0,0.17977,0.00076,0.045931,0.002516,0.065574,0.003224,0.056414,0.001707,0.039392,0.000769,0.128248,0.008117,0.238904,0.04558,0.1,0.066155,0.06875,0.047457,0.072388,0.049622,80
0.066,safety_event_mining_selection,3,0.552083,0.041334,0.537785,0.006518,0.578826,0.04076,0.481769,0.001939,0.442898,0.002131,0.056492,0.005285,0.068884,0.002849,0.038761,0.002149,0.164504,0.000614,0.259417,0.0,0.17977,0.00076,0.044996,0.002595,0.065576,0.00311,0.055854,0.001608,0.039181,0.000798,0.127535,0.008073,0.27362,0.047287,0.1,0.066155,0.052083,0.036566,0.056259,0.039148,80
0.066,safety_event_mining_selection,4,0.529167,0.042216,0.538177,0.006154,0.556709,0.042388,0.482342,0.001994,0.444612,0.00205,0.057608,0.005125,0.068565,0.002853,0.039362,0.002278,0.163662,0.00075,0.259417,0.0,0.17977,0.00076,0.045777,0.002544,0.065499,0.0031,0.056502,0.00163,0.038868,0.000674,0.128713,0.007995,0.261441,0.042886,0.1,0.066155,0.045833,0.03337,0.050064,0.035936,80
0.066,safety_event_mining_selection,5,0.516667,0.046344,0.538887,0.006311,0.543611,0.046529,0.482478,0.002303,0.442354,0.002356,0.058111,0.005314,0.069077,0.002975,0.039001,0.002313,0.163916,0.000671,0.259417,0.0,0.17977,0.00076,0.045633,0.002667,0.065277,0.002982,0.056505,0.001859,0.038891,0.000758,0.129418,0.008384,0.29185,0.049824,0.1,0.066155,0.054167,0.037559,0.058397,0.040231,80
0.066,safety_event_mining_selection,6,0.539583,0.048704,0.538407,0.006222,0.565785,0.04837,0.480163,0.002141,0.447196,0.002286,0.058638,0.005384,0.069329,0.0028,0.039368,0.002101,0.163943,0.000684,0.259417,0.0,0.17977,0.00076,0.045136,0.002709,0.06517,0.003072,0.055828,0.001773,0.039366,0.000824,0.130319,0.008185,0.273843,0.048341,0.1,0.066155,0.047917,0.033981,0.052022,0.036534,80
0.066,safety_event_mining_selection,7,0.53125,0.046159,0.53791,0.006085,0.556939,0.045351,0.48145,0.001929,0.446476,0.001875,0.0572,0.005195,0.068461,0.002814,0.038562,0.002135,0.163478,0.000611,0.259417,0.0,0.17977,0.00076,0.045759,0.002567,0.064963,0.003089,0.055976,0.001812,0.038933,0.000774,0.127826,0.008031,0.270346,0.046426,0.1,0.066155,0.058333,0.041541,0.06205,0.043617,80
0.066,safety_event_mining_selection,8,0.558333,0.039456,0.538348,0.006273,0.586031,0.039708,0.48318,0.002216,0.444688,0.001889,0.057766,0.005213,0.06812,0.002913,0.03913,0.002065,0.163277,0.000628,0.259417,0.0,0.17977,0.00076,0.046283,0.002695,0.065599,0.00316,0.056363,0.001674,0.039409,0.000832,0.128421,0.008054,0.24534,0.047722,0.1,0.066155,0.05625,0.038522,0.060517,0.041248,80
0.066,safety_event_mining_selection,9,0.547917,0.045086,0.538286,0.006151,0.575229,0.045023,0.480233,0.001914,0.445823,0.002092,0.058287,0.005292,0.06817,0.002862,0.039018,0.002247,0.164538,0.000657,0.259417,0.0,0.17977,0.00076,0.04603,0.002577,0.065067,0.003126,0.0561,0.001507,0.039213,0.000799,0.128924,0.008178,0.276436,0.053611,0.1,0.066155,0.041667,0.030474,0.045947,0.033053,80
0.066,label_quality_first_selection,0,0.55,0.044027,0.515158,0.007208,0.558257,0.044564,0.415424,0.002003,0.327346,0.002221,0.069789,0.006266,0.109733,0.005752,0.040559,0.00239,0.152981,0.000701,0.233711,0.0,0.143261,0.000305,0.034683,0.001078,0.065873,0.002638,0.037692,0.001227,0.042584,0.000746,0.172369,0.011356,0.273254,0.04833,0.1,0.066155,0.064583,0.04329,0.067527,0.045211,80
0.066,label_quality_first_selection,1,0.516667,0.045609,0.515233,0.007197,0.525154,0.045695,0.41697,0.001948,0.326886,0.001984,0.069834,0.006165,0.109384,0.005293,0.041739,0.002374,0.151986,0.000511,0.233711,0.0,0.143261,0.000305,0.034583,0.001121,0.065429,0.002557,0.037853,0.001189,0.0427,0.000712,0.172741,0.01087,0.300395,0.053835,0.0625,0.053379,0.0375,0.03286,0.039261,0.034347,80
0.066,label_quality_first_selection,2,0.55625,0.048251,0.515665,0.007416,0.5647,0.04854,0.41705,0.002031,0.326845,0.002118,0.069403,0.006172,0.10887,0.005761,0.040848,0.00238,0.152568,0.000572,0.233711,0.0,0.143261,0.000305,0.034261,0.00123,0.065615,0.002604,0.037312,0.001383,0.042063,0.000698,0.17148,0.011245,0.26953,0.046562,0.1,0.066155,0.064583,0.043678,0.067474,0.045551,80
0.066,label_quality_first_selection,3,0.525,0.042742,0.51671,0.007209,0.533476,0.043153,0.415738,0.001687,0.326092,0.002414,0.069685,0.00626,0.10885,0.005573,0.040723,0.002315,0.15267,0.00069,0.233711,0.0,0.143261,0.000305,0.033567,0.001098,0.065941,0.002513,0.038256,0.001363,0.042354,0.000828,0.171684,0.011141,0.297164,0.052132,0.0625,0.053379,0.033333,0.029287,0.035204,0.030853,80
0.066,label_quality_first_selection,4,0.522917,0.048181,0.516998,0.007276,0.530345,0.048469,0.416079,0.002154,0.326075,0.002158,0.07077,0.006124,0.108776,0.005575,0.040944,0.002235,0.152255,0.000697,0.233711,0.0,0.143261,0.000305,0.034307,0.001058,0.066215,0.00266,0.037658,0.001258,0.042517,0.000775,0.172824,0.010982,0.288649,0.055786,0.0875,0.062311,0.064583,0.047386,0.066712,0.048795,80
0.066,label_quality_first_selection,5,0.483333,0.044485,0.51698,0.007502,0.491433,0.044531,0.415223,0.001869,0.326583,0.002202,0.070267,0.006267,0.109905,0.005544,0.041154,0.002386,0.15222,0.000697,0.233711,0.0,0.143261,0.000305,0.034509,0.001116,0.066029,0.00259,0.038703,0.001171,0.042666,0.000757,0.173273,0.011159,0.339877,0.049138,0.0875,0.062311,0.035417,0.028286,0.03795,0.029921,80
0.066,label_quality_first_selection,6,0.516667,0.044863,0.514537,0.00718,0.524636,0.045005,0.415925,0.001882,0.327634,0.002271,0.070064,0.006265,0.109616,0.005505,0.041264,0.002263,0.15274,0.000672,0.233711,0.0,0.143261,0.000305,0.035011,0.001075,0.066024,0.002426,0.037878,0.001399,0.042581,0.000769,0.172907,0.011072,0.311359,0.052239,0.075,0.058082,0.045833,0.04025,0.047639,0.041341,80
0.066,label_quality_first_selection,7,0.466667,0.047708,0.515787,0.007164,0.474598,0.048149,0.414627,0.002339,0.327432,0.00213,0.070015,0.006157,0.110298,0.005445,0.041586,0.002315,0.15246,0.000637,0.233711,0.0,0.143261,0.000305,0.03431,0.001129,0.066225,0.002691,0.037952,0.001215,0.042427,0.000709,0.173531,0.011011,0.327512,0.050857,0.0875,0.062311,0.052083,0.038368,0.054564,0.040079,80
0.066,label_quality_first_selection,8,0.527083,0.045179,0.516608,0.007311,0.534393,0.045568,0.414157,0.001813,0.3246,0.002212,0.071402,0.006235,0.109651,0.005507,0.040726,0.002331,0.152109,0.000671,0.233711,0.0,0.143261,0.000305,0.034179,0.001152,0.065866,0.002608,0.038875,0.001272,0.042401,0.000706,0.174003,0.011094,0.276991,0.049083,0.0875,0.062311,0.064583,0.047741,0.066751,0.049134,80
0.066,label_quality_first_selection,9,0.495833,0.04648,0.516963,0.007298,0.50375,0.0468,0.414391,0.002007,0.325356,0.001951,0.070243,0.006066,0.109823,0.005509,0.041276,0.002295,0.152648,0.000742,0.233711,0.0,0.143261,0.000305,0.034585,0.001088,0.066532,0.002548,0.037452,0.001365,0.042555,0.00074,0.173248,0.010975,0.342573,0.051961,0.0875,0.062311,0.052083,0.038806,0.054544,0.040477,80
0.066,domain_mix_robust_selection,0,0.516667,0.040093,0.539812,0.006352,0.540095,0.040196,0.497955,0.00193,0.400588,0.002187,0.06552,0.00511,0.095809,0.004638,0.041166,0.002372,0.151508,0.000675,0.246793,0.0,0.165197,0.000713,0.044788,0.002467,0.0564,0.002298,0.054493,0.001649,0.036967,0.000792,0.15796,0.00938,0.295042,0.045178,0.05,0.048061,0.022917,0.024478,0.025069,0.026367,80
0.066,domain_mix_robust_selection,1,0.522917,0.043387,0.539609,0.006542,0.546815,0.043383,0.498097,0.001632,0.39843,0.002399,0.064781,0.005273,0.095204,0.004579,0.040864,0.002377,0.150868,0.00071,0.246793,0.0,0.165197,0.000713,0.044793,0.002289,0.05661,0.002184,0.053872,0.00161,0.036817,0.000723,0.156616,0.009562,0.273194,0.045506,0.0875,0.062311,0.041667,0.031023,0.045295,0.033508,80
0.066,domain_mix_robust_selection,2,0.5875,0.046115,0.540777,0.00614,0.609721,0.045778,0.494373,0.002005,0.399827,0.002434,0.064095,0.005361,0.094469,0.004541,0.041612,0.002321,0.152133,0.00067,0.246793,0.0,0.165197,0.000713,0.04455,0.002473,0.055743,0.00226,0.054016,0.001561,0.036723,0.000756,0.155753,0.009574,0.236238,0.044138,0.0875,0.062311,0.0625,0.045895,0.065667,0.04794,80
0.066,domain_mix_robust_selection,3,0.533333,0.046634,0.540075,0.006481,0.555684,0.046064,0.496768,0.002,0.398801,0.002306,0.064674,0.005339,0.095127,0.004439,0.041502,0.002347,0.151289,0.000655,0.246793,0.0,0.165197,0.000713,0.044609,0.00235,0.056125,0.002278,0.054695,0.001461,0.036583,0.00078,0.15677,0.009452,0.291672,0.049823,0.05,0.048061,0.03125,0.032404,0.032843,0.033555,80
0.066,domain_mix_robust_selection,4,0.541667,0.047388,0.540771,0.006643,0.565399,0.047738,0.496318,0.002241,0.39908,0.002096,0.063758,0.005321,0.094406,0.004521,0.040708,0.002362,0.15168,0.000677,0.246793,0.0,0.165197,0.000713,0.044745,0.002447,0.056094,0.002245,0.053875,0.00155,0.0364,0.000724,0.154916,0.00955,0.253182,0.046608,0.0875,0.062311,0.054167,0.040998,0.057748,0.043393,80
